segment,start,end,duration_min,n_samples,feed_rate,classifier_speed,tension_pressure,mill_fan_speed,main_drive_speed,recirculation_damper_position,stack_damper_position,hotgas_generator_load,total_specific_energy,tonnage,roller_height_1,roller_height_2,roller_height_3,roller_height_4,roller_temperature
1972-03-18_06-48,1972-03-18 06:48:06,1972-03-18 07:04:45,16.65,1000,25.499915102005005,92.99506005859375,164.60111524963378,89.00946998596191,83.00610163116455,60.82175827026367,99.97991790771485,12.416644561290742,41.87650074206517,193624.508,22.69641310119629,25.891099212646484,23.429879806518553,22.833815490722657,33.996350400447845
1972-03-18_07-21,1972-03-18 07:21:01,1972-03-18 08:08:49,47.8,2869,26.39998346290841,92.99508240979986,167.4958771592277,84.60999307934937,86.98713761732195,60.821565415976394,99.98872621203184,11.82386801225377,39.55675458657665,193637.7894736842,20.742276127556966,23.863771137438324,21.823714986583752,20.93895677557886,34.248074086629046
1972-03-18_08-35,1972-03-18 08:35:31,1972-03-18 09:20:13,44.7,2683,20.200021747328922,96.00056387566828,173.09591286936848,89.9999152690761,79.99004714345914,60.82141186788461,99.99996325492504,0.0,48.565366303664895,193657.7823332091,18.32136929199583,21.04938808217939,19.57218103909999,18.500765737561295,34.186134744303644
1972-03-18_09-26,1972-03-18 09:26:15,1972-03-18 10:11:45,45.5,2731,21.6996957540774,93.99791582597128,176.2418961470837,89.9999999580956,86.00457527331056,60.82173973175686,99.98454860434433,0.0,46.160233911016014,193671.7949469059,13.454269682955104,16.198389478674393,14.86811243069124,14.009746326626722,35.08680878834426
1972-03-18_10-49,1972-03-18 10:49:00,1972-03-18 11:38:13,49.21666666666667,2954,24.09971280443402,81.14095076274937,151.49306234154415,90.98582259367348,96.83923410094098,60.820448359526246,99.99771728722244,0.8936367039250295,41.97465433713962,193694.9654705484,10.77164435467368,13.846926379865621,12.573659293782331,11.481169776167512,35.51614780012788
1972-03-18_11-42,1972-03-18 11:42:22,1972-03-18 12:14:45,32.38333333333333,1944,23.4995268853113,88.99880404923678,118.71018080063808,88.00501168804404,78.99716876465597,60.82174152798123,99.99336075488432,9.220376261713083,39.67528787613523,193707.27777777778,26.557821360144594,29.408020514029044,26.623988775559415,26.175809287239986,35.271682124079014
1972-03-18_12-25,1972-03-18 12:25:19,1972-03-18 12:54:30,29.183333333333334,1752,23.499945310697164,88.99835627917285,133.68747243924773,88.00703978865114,79.00679006532991,60.82175620614666,99.98189368313307,6.49215499325294,40.02001232788741,193718.61130136985,26.264209146368994,29.03450046173514,26.79277910380603,26.281635650216717,34.98226318566222
1972-03-18_12-55,1972-03-18 12:55:17,1972-03-18 13:43:11,47.9,2875,23.499729468304178,88.99945505954908,140.99580265741764,88.0057445758322,78.99220653500764,60.82146519005817,99.98255927044413,6.6753768504598865,40.64415040718673,193729.38504347825,25.855837811013927,28.866496513034985,26.580059729534646,26.020282560929008,34.73886968231201
1972-03-18_14-31,1972-03-18 14:31:15,1972-03-18 15:21:28,50.21666666666667,3014,18.400241457553754,96.9913709168412,150.4923395158126,75.98540101434193,88.99572187903391,60.82174987134826,99.9915758878408,0.04662370781754727,44.628538441242384,193755.99402786995,11.556214355995264,14.565439164757175,13.713728602864368,12.38280048129886,34.86171202384326
1972-03-18_15-29,1972-03-18 15:29:24,1972-03-18 15:55:53,26.483333333333334,1590,22.199926574275178,98.99560635644684,163.17464696056436,78.00962484107828,98.95188548729854,60.82174462372402,99.98491375041458,0.0,42.523410243006616,193768.66981132075,8.058600055046801,11.351200809118883,10.024687981755479,8.614239866628587,35.764433972340704
